S.No,actual,pred,alive,plod,name,title,male,culture,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
500,1,1,0.774,0.226,Erreg,King,0,Andal,,,0,0,1,0,0,,,,,0,1,0,0,0,0.01672240803,1
501,1,1,0.983,0.017,Errok,,1,Free Folk,,,0,0,1,1,0,,,,,0,0,0,0,0,0.006688963211,1
502,1,1,0.923,0.077,Erryk (guard),,0,Andal,House Tyrell,,0,0,0,0,0,,,,,0,0,0,0,0,0,1
503,1,1,0.813,0.187,Esgred,,1,,,,0,1,0,0,0,,,,,0,0,0,0,0,0,1
504,1,1,0.985,0.015,Eustace (Braavos),Septon,0,,Faith of the Seven,,0,0,0,1,0,,,,,0,0,0,0,0,0.01003344482,1
505,1,0,0.216,0.784,Eustace (Dance of the Dragons),Septon,1,,Faith of the Seven,,0,0,0,0,0,,,,,0,0,0,0,0,0.03678929766,1
506,1,1,0.987,0.013,Ezzara,Blue Grace,0,Ghiscari,,,0,0,0,0,1,,,,,0,1,0,0,0,0.006688963211,1
507,1,0,0.058,0.942,Euron Greyjoy,,1,Ironborn,,,0,0,0,0,0,1,0,,,0,0,4,1,1,0.7391304348,1
508,1,1,0.988,0.012,Ezzelyno,Red Priest,0,Braavosi,R'hllor,,0,0,0,1,0,,,,,0,1,0,0,0,0.01337792642,1
509,1,1,0.76,0.24,Fern,,0,,,,0,0,1,0,0,,,,,0,0,0,0,0,0.006688963211,1
510,1,1,0.991,0.009,Ferny,,0,Free Folk,,Craster,0,0,1,1,0,,,,0,1,0,0,0,0,0.01672240803,1
511,1,1,0.804,0.196,Ferret,,0,,,,0,0,0,0,0,,,,,0,0,0,0,0,0.003344481605,1
512,0,1,0.543,0.457,Fogo,Khalakka,1,Dothraki,,,1,0,0,0,0,,,,,0,1,0,0,0,0.02006688963,0
513,1,1,0.793,0.207,Fornio,,1,,Night's Watch,,0,0,1,0,0,,,,,0,0,0,0,0,0.01003344482,1
514,1,1,0.999,0.001,Fralegg,,1,Ironborn,,,0,0,0,1,0,,,,,0,0,0,0,0,0.006688963211,1
515,0,0,0.213,0.787,Frenya,,1,Free Folk,,,0,0,0,0,1,,,,,0,0,0,0,0,0.04347826087,0
516,1,1,0.988,0.012,Frynne,,0,,,,0,0,0,1,0,,,,,0,0,0,0,0,0,1
517,1,0,0.199,0.801,Gage,,0,,House Stark,,1,1,1,0,0,,,,,0,0,0,0,0,0.03344481605,1
518,1,1,0.793,0.207,Galladon of Morne,Ser,1,,,,0,0,0,0,0,,,,,0,1,0,0,0,0,1
519,1,1,0.997,0.003,Gallard,Archmaester,0,,,,0,0,0,1,0,,,,,0,1,0,0,0,0.01003344482,1
520,1,1,0.99,0.01,Galt,,0,Vale mountain clans,Stone Crows,,0,1,0,1,0,,,,,0,0,0,0,0,0.003344481605,1
521,1,1,0.717,0.283,Galtry the Green,Ser,1,,,,0,0,0,0,0,,,,,0,1,0,0,0,0.01337792642,1
522,1,1,0.724,0.276,Galyeon of Cuy,,1,,,,0,0,1,0,0,,,,,0,0,0,0,0,0.006688963211,1
523,1,1,0.719,0.281,Gareth the Grey,Ser,1,,,,0,0,0,0,0,,,,,0,1,0,0,0,0.003344481605,1
524,1,1,0.796,0.204,Garigus,Wisdom,1,,Alchemists' Guild,,0,0,1,0,0,,,,,0,1,0,0,0,0.02006688963,1
525,1,1,0.998,0.002,Garizon,Archmaester,0,,,,0,0,0,1,0,,,,,0,1,0,0,0,0.006688963211,1
526,1,1,0.802,0.198,Gariss,,1,,House Stark,,0,1,0,0,0,,,,,0,0,0,0,0,0,1
527,1,1,0.989,0.011,Garrett Paege,,1,,House Paege,,0,0,0,1,1,,,,,0,0,0,0,0,0.01337792642,1
528,1,1,0.796,0.204,Garth XII Gardener,,0,,,,0,0,0,0,0,,,,,0,0,0,0,0,0.01337792642,1
529,0,0,0.374,0.626,Garth of Oldtown,,0,,Night's Watch,,0,0,1,0,0,,,,,0,0,0,0,0,0.02006688963,0
530,1,1,0.993,0.007,Gascoyne,Ser,0,,House Martell,,0,0,0,1,1,,,,,0,1,0,0,0,0.01337792642,1
531,1,0,0.283,0.717,Gavin,,0,Free Folk,,,0,0,0,0,1,,,,,0,0,0,0,0,0.006688963211,1
532,0,0,0.303,0.697,Gelmarr,,1,,House Greyjoy,,0,1,0,0,1,,,,,0,0,0,0,0,0.02675585284,0
533,1,1,0.712,0.288,Gerren,,0,,,,0,1,0,0,0,,,,,0,0,0,0,0,0.01672240803,1
534,0,0,0.008,0.992,Gerold Lannister,Casterly Rock,1,Westerman,House Lannister,Alysanne Farman,0,0,0,0,0,,,,1,1,1,0,0,0,0.08695652174,0
535,1,0,0.007,0.993,Ghael,Lord,1,Astapori,,,0,0,1,0,1,,,,,0,1,0,0,0,0.02341137124,1
536,1,1,0.984,0.016,Gillam,Brother,1,,,,0,0,0,1,0,,,,,0,1,0,0,0,0.01003344482,1
537,0,1,0.659,0.341,Gladden Wylde,Ser,1,,House Baratheon,,1,0,0,0,0,,,,,0,1,0,0,0,0.01672240803,0
538,0,0,0.001,0.999,Glendon Flowers,Ser,1,,,,0,0,0,0,0,,,,,0,1,0,0,0,0.08026755853,0
539,1,1,0.99,0.01,Goady,,0,,Night's Watch,,0,0,1,1,1,,,,,0,0,0,0,0,0.01672240803,1
540,1,1,0.71,0.29,Godwyn,,1,,House Lannister,,1,0,0,0,0,,,,,0,0,0,0,0,0,1
541,1,1,0.998,0.002,Gormond Drumm,,1,Ironborn,House Drumm,,0,0,0,1,0,,,,,0,0,0,0,0,0.006688963211,1
542,1,0,0.486,0.514,Gowen Baratheon,,1,,House Baratheon,Tya Lannister,1,0,0,0,0,,,,1,1,0,0,0,0,0.01672240803,1
543,1,0,0.434,0.566,Grance Morrigen,Ser,1,,House Morrigen,,0,0,0,0,0,,,,,0,1,0,0,0,0.01003344482,1
544,0,1,0.518,0.482,Grazdan,Good Master,1,Astapori,,,0,0,1,0,0,,,,,0,1,0,0,0,0.01337792642,0
545,1,0,0.004,0.996,Grazdan zo Galare,,1,Meereenese,House of Galare,,0,0,0,0,1,,,,,0,0,0,0,0,0.02006688963,1
546,1,1,0.719,0.281,Green Gergen,,1,,,,0,0,0,0,0,,,,,0,0,0,0,0,0,1
547,1,1,0.7,0.3,Great Walrus,,1,Free Folk,,,0,0,0,0,1,,,,,0,0,0,0,0,0.01337792642,1
548,1,1,0.988,0.012,Gretchel,,1,,House Arryn,,0,0,0,1,1,,,,,0,0,0,0,0,0.01672240803,1
549,1,1,0.586,0.414,Grey King,,1,Ironborn,,,0,0,0,0,0,,,,,0,0,0,0,0,0.07692307692,1
550,1,1,0.922,0.078,Griffin King,,1,First Men,,,0,0,0,0,0,,,,,0,0,0,0,0,0.02006688963,1
551,1,1,0.848,0.152,Grigg,,0,Free Folk,,,0,0,1,1,0,,,,,0,0,0,0,0,0.006688963211,1
552,1,1,0.941,0.059,Grisel,,0,,House Baelish,,0,0,1,0,0,,,,,0,0,0,0,0,0.003344481605,1
553,1,0,0.293,0.707,Grisella,,0,Free Folk,,,0,0,0,0,1,,,,,0,0,0,0,0,0.01003344482,1
554,1,1,0.994,0.006,Gulian,Maester,0,,,,0,0,0,1,0,,,,,0,1,0,0,0,0.003344481605,1
555,1,1,0.98,0.02,Gulian Qorgyle,Ser,1,,House Qorgyle,,0,0,0,1,0,,,,,0,1,0,0,0,0.01337792642,1
556,1,1,0.937,0.063,Gurn,,0,Vale mountain clans,Stone Crows,,1,0,0,0,0,,,,,0,0,0,0,0,0.003344481605,1
557,1,1,0.998,0.002,Guyne,Archmaester,0,,,,0,0,0,1,0,,,,,0,1,0,0,0,0.006688963211,1
558,1,1,0.832,0.168,Gwayne Corbray,Ser,1,,House Corbray,,0,0,0,1,0,,,,,0,1,0,0,0,0.04347826087,1
559,1,0,0.162,0.838,Gwayne Gaunt,Ser,0,,House Gaunt,,0,0,1,0,0,,,,,0,1,0,0,0,0.03678929766,1
560,1,1,0.959,0.041,Gwin Goodbrother,,0,Ironborn,House Goodbrother,,0,0,0,1,0,,,,,0,0,0,0,0,0.02675585284,1
561,1,1,0.988,0.012,Gyles,Ser,0,,Kingsguard,,0,0,0,1,0,,,,,0,1,0,0,0,0.003344481605,1
562,1,1,0.981,0.019,Gyleno Dothare,,1,Braavosi,,,0,0,0,1,0,,,,,0,0,0,0,0,0.01337792642,1
563,1,1,0.997,0.003,Gyles Farwynd,,1,Ironborn,House Farwynd of the Lonely Light,,0,0,0,1,0,,,,,0,0,0,0,0,0.01003344482,1
564,1,1,0.638,0.362,Gwynesse Harlaw,,0,Ironborn,House Harlaw,,0,0,0,1,0,,,,,0,0,0,0,0,0.05685618729,1
565,1,1,0.946,0.054,Gyles Grafton,,1,,House Grafton,,0,0,0,1,0,,,,,0,0,0,0,0,0.01672240803,1
566,1,1,0.979,0.021,Gyloro Dothare,,1,Braavosi,,,0,0,0,1,0,,,,,0,0,0,0,0,0.01337792642,1
567,1,1,0.702,0.298,Gyles III Gardener,,1,,,,0,0,0,0,0,,,,,0,0,0,0,0,0.02006688963,1
568,0,0,0.303,0.697,Gynir,,1,,House Greyjoy,,0,1,0,0,1,,,,,0,0,0,0,0,0.02675585284,0
569,1,0,0.228,0.772,Haggon,,1,Free Folk,,,0,0,0,0,1,,,,,0,0,0,0,0,0.02006688963,1
570,1,1,0.997,0.003,Gysella Goodbrother,,0,Ironborn,House Goodbrother,,0,0,0,1,0,,,,,0,0,0,0,0,0.02675585284,1
571,0,1,0.666,0.334,Hali,,0,Free Folk,,,1,0,0,0,0,,,,,0,0,0,0,0,0.02006688963,0
572,1,0,0.267,0.733,Haldon,,1,,House Targaryen,,0,0,0,0,1,,,,,0,0,0,0,0,0.127090301,1
573,1,1,0.705,0.295,Harbert Paege,Ser,0,,House Paege,,0,0,0,0,0,,,,,0,1,0,0,0,0.01337792642,1
574,0,1,0.988,0.012,Hamish the Harper,,0,,,,0,0,1,1,1,,,,,0,0,0,0,0,0.02006688963,0
575,0,0,0.301,0.699,Halys Hornwood,Hornwood,1,Northmen,House Hornwood,Donella Manderly,1,1,0,1,0,,,,1,1,1,0,0,0,0.1070234114,0
576,0,1,0.982,0.018,Harghaz,,1,Ghiscari,,,0,0,0,0,1,,,,,0,0,0,0,0,0.02341137124,0
577,1,0,0.193,0.807,Hareth (Mole's Town),,1,,Night's Watch,,0,0,0,0,0,,,,,0,0,0,0,0,0.05016722408,1
578,0,1,0.598,0.402,Harlan Grandison,Ser,1,,House Grandison,,0,0,1,0,0,,,,,0,1,0,0,0,0.01672240803,0
579,1,0,0.303,0.697,Harle the Handsome,,1,Free Folk,,,0,0,0,0,1,,,,,0,0,0,0,0,0.01337792642,1
580,1,1,0.761,0.239,Harle the Huntsman,,1,Free Folk,,,0,0,0,0,1,,,,,0,0,0,0,0,0.01672240803,1
581,1,1,0.864,0.136,Harlon Botley,,1,Ironborn,House Botley,,0,0,0,1,0,,,,,0,0,0,0,0,0.04682274247,1
582,1,1,0.94,0.06,Harmund Sharp,,1,Ironborn,House Sharp,,0,0,0,1,0,,,,,0,0,0,0,0,0.01003344482,1
583,1,1,0.704,0.296,Harlon Greyjoy,,1,Ironborn,House Greyjoy,,0,0,0,1,0,,,,,0,0,0,0,0,0.0635451505,1
584,1,1,0.998,0.002,Harodon,Archmaester,0,,,,0,0,0,1,0,,,,,0,1,0,0,0,0.006688963211,1
585,0,1,0.804,0.196,Harra,,0,,House Whent,,0,1,0,0,0,,,,,0,0,0,0,0,0.01672240803,0
586,0,1,0.935,0.065,Harrag Sharp,,0,Ironborn,House Sharp,,0,1,0,0,0,,,,,0,0,0,0,0,0.01672240803,0
587,1,0,0.403,0.597,Harrag Hoare,,1,Ironborn,,,0,0,0,0,0,,,,,0,0,0,0,0,0.02675585284,1
588,1,1,0.998,0.002,Harren Half-Hoare,,1,Ironborn,,,0,0,0,1,1,,,,,0,0,0,0,0,0.01672240803,1
589,0,1,0.969,0.031,Harren Botley,,0,Ironborn,House Botley,,0,0,0,1,0,,,,,0,0,0,0,0,0.0602006689,0
590,1,0,0.193,0.807,Harrold Osgrey,Ser,1,,House Osgrey,,0,0,0,0,0,,,,,0,1,0,0,0,0.02341137124,1
591,1,1,0.968,0.032,Harry Sawyer,Ser,0,,House Sawyer,,0,0,0,1,0,,,,,0,1,0,0,0,0.01672240803,1
592,0,1,0.813,0.187,Harsley,,1,,,,0,0,1,0,1,,,,,0,0,0,0,0,0.003344481605,0
593,1,0,0.152,0.848,Harwyn Hoare,,1,,,,0,0,0,0,0,,1,1,,0,0,0,0,0,0.1003344482,1
594,1,1,0.741,0.259,Hayhead,,1,Northmen,House Stark,,0,1,0,0,0,,,,,0,0,0,0,0,0.01672240803,1
595,1,1,0.905,0.095,Hazrak zo Loraq,,1,Ghiscari,House of Loraq,,0,0,0,0,1,,,,,0,0,0,0,0,0.01003344482,1
596,1,1,0.73,0.27,Harwyn Plumm,Ser,1,,House Plumm,,0,0,1,1,0,,,,,0,1,0,0,0,0.04682274247,1
597,0,0,0.022,0.978,Helicent Uffering,,0,,House Uffering,,0,0,0,0,0,,,,,0,0,0,0,0,0.02341137124,0
598,1,1,0.991,0.009,Helliweg,Maester,0,,,,0,0,0,1,0,,,,,0,1,0,0,0,0.01003344482,1
599,1,1,0.985,0.015,Helly,,0,,,,0,0,1,1,0,,,,,0,0,0,0,0,0.01337792642,1
600,1,1,0.927,0.073,Helya,,0,,House Greyjoy,,0,1,1,1,0,,,,,0,0,0,0,0,0.01672240803,1
601,1,1,0.773,0.227,Henk,,1,Free Folk,,,0,0,1,1,0,,,,,0,0,0,0,0,0.006688963211,1
602,1,1,0.885,0.115,Henly (House Ashford),,0,,House Ashford,,0,0,0,0,0,,,,,0,0,0,0,0,0.006688963211,1
603,1,1,0.976,0.024,Herbert Bolling,Ser,0,,House Bolling,,0,0,0,1,0,,,,,0,1,0,0,0,0.01003344482,1
604,0,0,0.262,0.738,Hendry Bracken,,0,,House Bracken,,0,1,0,0,0,,,,,0,0,0,0,0,0.04013377926,0
605,0,0,0.232,0.768,Heward,,0,northmen,House Stark,,1,0,0,0,0,,,,,0,0,0,0,0,0.02006688963,0
606,1,1,0.988,0.012,Hibald,,1,,,,0,0,0,1,0,,,,,0,0,0,0,0,0.01337792642,1
607,1,1,0.997,0.003,Hilmar Drumm,,1,Ironborn,House Drumm,,0,0,0,1,0,,,,,0,0,0,0,0,0.006688963211,1
608,1,1,0.702,0.298,Hod,,1,,,,0,1,0,0,0,,,,,0,0,0,0,0,0.003344481605,1
609,1,1,0.988,0.012,Hoke,,0,,House Lannister,,0,0,0,1,0,,,,,0,0,0,0,0,0.01003344482,1
610,1,1,0.837,0.163,Holger,,0,Vale mountain clans,Stone Crows,,0,1,0,0,0,,,,,0,0,0,0,0,0.003344481605,1
611,1,1,0.709,0.291,Hop-Robin,,1,,Night's Watch,,0,0,1,1,1,,,,,0,0,0,0,0,0.03344481605,1
612,1,1,0.951,0.049,Hugh Beesbury,Ser,0,,House Beesbury,,0,0,0,1,0,,,,,0,1,0,0,0,0.01337792642,1
613,1,1,0.738,0.262,Humfrey Clifton,Ser,1,,House Clifton,,0,0,0,0,1,,,,,0,1,0,0,0,0.01337792642,1
614,1,1,0.873,0.127,Hunnimore,Maester,0,,,,0,0,0,0,0,,,,,0,1,0,0,0,0,1
615,1,1,0.659,0.341,Husband,,1,,,Sharna,0,0,1,1,0,,,,1,1,0,0,0,0,0.04347826087,1
616,1,1,0.76,0.24,Illifer,Ser,1,,,,0,0,0,1,0,,,,,0,1,0,0,0,0.04013377926,1
617,1,1,0.813,0.187,Ironbelly,,1,,,,0,1,1,0,0,,,,,0,0,0,0,0,0.01003344482,1
618,0,0,0.034,0.966,Jaehaerys Targaryen (son of Aegon II),Prince,1,Valyrian,House Targaryen,,0,0,0,0,0,,,,,0,1,0,0,0,0.1872909699,0
619,0,0,0.023,0.977,Jaehaera Targaryen,PrincessQueen,0,Valyrian,House Targaryen,Aegon III Targaryen,0,0,0,0,0,,,,0,1,1,0,0,0,0.2809364548,0
620,1,1,0.822,0.178,Jaggot,,0,Vale mountain clans,Stone Crows,,1,0,0,0,0,,,,,0,0,0,0,0,0,1
621,0,0,0.207,0.793,Jaehaerys II Targaryen,,1,Valyrian,,,0,0,0,0,0,1,0,0,,0,0,0,0,1,0.4949832776,0
622,1,1,0.729,0.271,Jaime Frey,,1,Rivermen,House Frey,,0,0,0,1,0,,,,,0,0,0,0,0,0.127090301,1
623,0,0,0.009,0.991,Jaehaerys I Targaryen,,1,Valyrian,,,0,0,0,0,0,1,0,1,,0,0,5,1,1,0.6588628763,0
624,0,1,0.983,0.017,Jate,,0,,,,0,0,0,1,0,,,,,0,0,0,0,0,0,0
625,1,1,0.745,0.255,Jate Blackberry,,1,,House Blackberry,,0,0,1,0,0,,,,,0,0,0,0,0,0.01003344482,1
626,1,1,0.794,0.206,Jasper Waynwood,,1,,House Waynwood,,0,0,0,1,0,,,,,0,0,0,0,0,0.05685618729,1
627,1,0,0.467,0.533,Jayde,,0,,Chataya's brothel,,0,0,1,0,0,,,,,0,0,0,0,0,0.02006688963,1
628,1,1,0.984,0.016,Jeffory Norcross,Ser,1,,House Norcross,,0,0,0,1,0,,,,,0,1,0,0,0,0.006688963211,1
629,1,1,0.837,0.163,Jeffory Mallister,,1,,House Mallister,,0,1,0,0,0,,,,,0,0,0,0,0,0.02006688963,1
630,1,1,0.722,0.278,Jayne Bracken,,0,,House Bracken,,0,0,0,0,1,,,,,0,0,0,0,0,0.03010033445,1
631,1,1,0.76,0.24,Squinty Jeyne,,0,,House Osgrey,,0,0,0,0,0,,,,,0,0,0,0,0,0.006688963211,1
632,1,1,0.961,0.039,Jeyne Fossoway,,0,,House Fossoway of New Barrel,Gunthor Hightower,0,0,0,1,0,,,,1,1,0,0,0,0,0.05351170569,1
633,1,1,0.703,0.297,Jeyne Heddle,,0,,Brotherhood Without Banners,,0,0,0,1,0,,,,,0,0,0,0,0,0.03344481605,1
634,1,1,0.725,0.275,Jeyne Swann,,0,,House Swann,,0,0,1,0,0,,,,,0,0,0,0,0,0.01672240803,1
635,0,0,0.213,0.787,Jeyne Westerling (wife of Maegor I),QueenBlack Bride,0,,House Westerling,Alyn Tarbeck,0,0,1,0,0,,,,1,1,1,0,0,0,0.110367893,0
636,0,0,0.002,0.998,Jeyne Waters,,1,Westeros,,,0,0,0,0,0,,,,,0,0,0,0,0,0.07357859532,0
637,1,0,0.385,0.615,Jeyne Westerling,Winterfell,0,Westermen,House Westerling,Robb Stark,0,0,1,1,0,,,,0,1,1,0,0,1,0.4247491639,1
638,1,1,0.993,0.007,Jocelyn Swyft,,0,,House Swyft,,0,0,0,1,1,,,,,0,0,0,0,0,0.01672240803,1
639,1,1,0.692,0.308,Jodge,,1,,House Lannister,,0,1,0,0,0,,,,,0,0,0,0,0,0.003344481605,1
640,1,1,0.879,0.121,Joanna Swyft,,0,,House Swyft,,0,0,1,1,0,,,,,0,0,0,0,0,0.02341137124,1
641,0,0,0.054,0.946,Joanna Lannister,Casterly Rock,0,Westerman,House Lannister,Tywin Lannister,1,1,1,1,1,,,,0,1,1,5,1,0,0.2307692308,0
642,1,1,0.848,0.152,Johanna Swann,,0,,House Swann,,0,0,0,0,0,,,,,0,0,0,0,0,0.02006688963,1
643,1,1,0.987,0.013,Jommo,Khal,1,Dothraki,,,1,0,0,1,0,,,,,0,0,0,0,0,0.01003344482,1
644,1,1,0.898,0.102,Jommy,,1,,House Baratheon,,0,1,0,0,0,,,,,0,0,0,0,0,0.003344481605,1
645,1,1,0.544,0.456,Jon Cupps,Ser,1,,House Cupps,Leyla Hightower,0,0,0,1,0,,,,1,1,1,0,0,0,0.05016722408,1
646,1,1,0.893,0.107,Jon Heddle,Ser,1,,House Heddle,,0,0,0,1,0,,,,,0,1,0,0,0,0.006688963211,1
647,1,1,0.687,0.313,Jon Hollard,Ser,1,,House Hollard,,0,0,0,1,0,,,,,0,1,0,0,0,0.02675585284,1
648,1,1,0.993,0.007,Jon Penny,,0,,House Penny,,0,0,0,1,0,,,,,0,0,0,0,0,0.006688963211,1
649,1,1,0.53,0.47,Jon Penrose,Ser,1,,House Penrose,,0,0,0,0,0,,,,,0,1,0,0,0,0.01672240803,1
650,1,1,0.982,0.018,Jon Pox,,1,,,,0,0,0,1,0,,,,,0,0,0,0,0,0.01672240803,1
651,1,1,0.841,0.159,Jon Vance,Maester,1,,,,0,0,0,1,0,,,,,0,1,0,0,0,0.02341137124,1
652,0,1,0.847,0.153,Jon Umber (Smalljon),,1,Northmen,House Umber,,1,1,1,1,1,,,,,0,0,0,0,0,0.07023411371,0
653,1,1,0.624,0.376,Jon Umber (Greatjon),Last Hearth,1,Northmen,House Umber,,1,1,1,1,1,,,,,0,1,0,0,0,0.1839464883,1
654,0,0,0.016,0.984,Jon Waters,Ser,1,,,,0,0,0,1,0,,,,,0,1,0,0,0,0.07692307692,0
655,1,1,0.991,0.009,Jorquen,Septon,1,,Night's Watch,,0,0,0,1,0,,,,,0,0,0,0,0,0.003344481605,1
656,1,1,0.813,0.187,Jorgen,,1,,House Webber,,0,0,0,0,0,,,,,0,0,0,0,0,0,1
657,1,1,0.99,0.01,Joseran,Maester,0,,,,0,0,0,1,0,,,,,0,1,0,0,0,0.003344481605,1
658,1,0,0.122,0.878,Joseth,,1,,House Stark,,1,1,0,0,0,,,,,0,0,0,0,0,0.03010033445,1
659,1,1,0.9,0.1,Joseth Mallister,Ser,0,,House Mallister,,0,0,0,0,0,,,,,0,1,0,0,0,0.01337792642,1
660,1,1,0.574,0.426,Joss,,1,,,,1,0,0,0,0,,,,,0,0,0,0,0,0.003344481605,1
661,1,1,0.985,0.015,Joss the Gloom,,0,Braavosi,,,0,0,0,1,0,,,,,0,0,0,0,0,0.01003344482,1
662,1,1,0.76,0.24,Joth Quickbow,,0,,,,0,0,1,0,0,,,,,0,0,0,0,0,0,1
663,1,1,0.783,0.217,Josua Willum,,1,,House Willum,,0,1,0,0,0,,,,,0,0,0,0,0,0.01337792642,1
664,1,1,0.989,0.011,Jurne,Maester,0,,,,0,1,1,1,0,,,,,0,1,0,0,0,0.01337792642,1
665,1,1,0.928,0.072,Jothos Slynt,,1,,House Slynt,,0,0,1,0,0,,,,,0,0,0,0,0,0.02341137124,1
666,0,0,0.12,0.88,Jyck,,1,,House Lannister,,1,0,0,0,0,,,,,0,0,0,0,0,0.03010033445,0
667,1,1,0.983,0.017,Jyzene,,0,,,,0,0,1,1,0,,,,,0,0,0,0,0,0.01337792642,1
668,1,1,0.983,0.017,Kegs,,1,,Night's Watch,,0,0,1,1,1,,,,,0,0,0,0,0,0.01672240803,1
669,1,1,0.947,0.053,Kella,,0,,House Baelish,,0,0,1,0,0,,,,,0,0,0,0,0,0.003344481605,1
670,1,1,0.997,0.003,Kemmett Pyke,,0,Ironborn,,,0,0,0,1,1,,,,,0,0,0,0,0,0.01003344482,1
671,0,1,0.975,0.025,Kenned,,0,Ironborn,,,0,1,0,0,0,,,,,0,0,0,0,0,0.006688963211,0
672,1,1,0.737,0.263,Ketter,,0,,Night's Watch,,1,0,0,0,0,,,,,0,0,0,0,0,0,1
673,1,1,0.813,0.187,Kirby Pimm,Ser,1,,,,0,0,0,0,0,,,,,0,1,0,0,0,0,1
674,1,1,0.995,0.005,Kojja Mo,,0,Summer Isles,,,0,0,0,1,0,,,,,0,0,0,0,0,0.01672240803,1
675,1,1,0.767,0.233,Kirth Vance,,1,,House Vance of Atranta,,0,0,1,1,0,,,,,0,0,0,0,0,0.02675585284,1
676,0,0,0.193,0.807,Koss,,1,,,,0,1,0,0,0,,,,,0,0,0,0,0,0.03678929766,0
677,0,1,0.514,0.486,Kromm,,0,ironborn,House Greyjoy,,0,1,0,0,0,,,,,0,0,0,0,0,0.006688963211,0
678,0,0,0.212,0.788,Kurz,,1,,,,0,1,0,0,0,,,,,0,0,0,0,0,0.03678929766,0
679,1,0,0.199,0.801,Kyle,Ser,1,,,,0,0,0,0,0,,,,,0,1,0,0,0,0.02675585284,1
680,0,1,0.957,0.043,Kyle (brotherhood),,0,,Brotherhood without banners,,0,0,0,0,0,,,,,0,0,0,0,0,0,0
681,1,0,0.499,0.501,Kyle Royce,,1,,House Royce,,0,1,0,0,0,,,,,0,0,0,0,0,0.02006688963,1
682,1,0,0.318,0.682,Kyleg,,0,Free Folk,,,0,0,0,0,1,,,,,0,0,0,0,0,0.01003344482,1
683,1,1,0.809,0.191,Kym,Maester,0,,,,0,1,0,0,0,,,,,0,1,0,0,0,0,1
684,1,1,0.847,0.153,Lamprey,,1,,House Baratheon of Dragonstone,,0,0,1,0,0,,,,,0,0,0,0,0,0.01003344482,1
685,1,1,0.809,0.191,Lancel V Lannister,,0,,,,0,0,0,0,0,,,,,0,0,0,0,0,0.02006688963,1
686,1,1,0.816,0.184,Lanna,,0,,,,0,0,1,1,0,,,,,0,0,0,0,0,0.02006688963,1
687,1,1,0.971,0.029,Lanna (Happy Port),,0,Braavosi,Happy Port,,0,0,0,1,0,,,,,0,0,0,0,0,0.02675585284,1
688,1,1,0.964,0.036,Larraq,,1,Ghiscari,,,0,0,0,0,1,,,,,0,0,0,0,0,0.02006688963,1
689,1,1,0.712,0.288,Layna,,0,,,,0,1,0,0,0,,,,,0,0,0,0,0,0.02341137124,1
690,1,1,0.824,0.176,Lem,,1,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,0,0,0,0.08361204013,1
691,1,1,0.797,0.203,Leana Frey,,0,Rivermen,House Frey,,0,0,0,1,0,,,,,0,0,0,0,0,0.07357859532,1
692,1,1,0.702,0.298,Lennocks,,1,,,,0,0,1,0,0,,,,,0,0,0,0,0,0.003344481605,1
693,0,0,0.019,0.981,Lem (Standfast),,0,,House Osgrey,,0,0,0,0,0,,,,,0,0,0,0,0,0.01337792642,0
694,1,1,0.883,0.117,Lenn,,0,Free Folk,,,0,0,1,1,0,,,,,0,0,0,0,0,0.006688963211,1
695,1,1,0.975,0.025,Lenyl,,1,Free Folk,,,0,0,1,1,1,,,,,0,0,0,0,0,0.01003344482,1
696,1,1,0.998,0.002,Lenwood Tawney,,1,Ironborn,House Tawney,,0,0,0,1,0,,,,,0,0,0,0,0,0.01003344482,1
697,1,1,0.52,0.48,Leo Tyrell (Longthorn),Lord Paramount of the Mander,1,Andal,House Tyrell,,0,0,1,0,0,,,,,0,1,0,0,0,0.05351170569,1
698,1,1,0.929,0.071,Leona Tyrell,,0,Andal,House Tyrell,,0,0,1,1,0,,,,,0,0,0,0,0,0.1237458194,1
699,1,1,0.923,0.077,Leo Tyrell (son of Victor),Ser,1,Andal,House Tyrell,Alys Beesbury,0,0,1,1,0,,,,1,1,1,0,0,0,0.1304347826,1
700,1,1,0.984,0.016,Lester,,0,,House Lannister,,0,0,1,1,0,,,,,0,0,0,0,0,0.01672240803,1
701,1,1,0.823,0.177,Lew (guard),,0,Northmen,House Stark,,0,0,0,0,0,,,,,0,0,0,0,0,0,1
702,1,1,0.677,0.323,Lewis Lanster,,1,,Windblown,,0,0,0,0,1,,,,,0,0,0,0,0,0.006688963211,1
703,1,1,0.81,0.19,Lewys Piper,,1,Rivermen,House Piper,,0,0,0,1,1,,,,,0,0,0,0,0,0.03344481605,1
704,1,1,0.669,0.331,Leyla Hightower,,0,,House Hightower,Jon Cupps,0,0,0,1,0,,,,1,1,0,0,0,0,0.05016722408,1
705,1,1,0.773,0.227,Lia Serry,,0,Andal,House Serry,Theodore Tyrell,0,0,1,1,0,,,,1,1,0,0,0,0,0.1371237458,1
